Jumlah Debarkasi Penumpang,,,,,,,,,,,,,
,Jumlah Debarkasi Penumpang Penerbangan Domestik di Jawa Tengah (Orang),,,,,,,,,,,,
,2023,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Nopember,Desember,Tahunan
Jumlah Penumpang,116275,118029,125390,134006,145585,136769,172027,143240,99951,134547,134455,140018,1600292
