Jumlah Debarkasi Penumpang,,,,,,,,,,,,,
,Jumlah Debarkasi Penumpang Penerbangan Domestik di Jawa Tengah (Orang),,,,,,,,,,,,
,2020,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Nopember,Desember,Tahunan
Jumlah Penumpang,174381,204459,139860,30620,1657,16147,38496,43168,48207,59601,71838,76909,905343
