Berangkat/Datang,,,,,,,,,,,,,
,Jumlah Penumpang Angkutan Laut di Provinsi Gorontalo (Jiwa),,,,,,,,,,,,
,2023,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Berangkat,3556,1737,2167,5379,4791,3434,4301,1972,2271,2021,2334,4268,-
Datang,3643,2548,2610,5840,5628,3418,6198,2626,2314,2336,2847,4933,-
