Berangkat/Datang,,,,,,,,,,,,,
,Jumlah Penumpang Angkutan Laut di Provinsi Gorontalo (Jiwa),,,,,,,,,,,,
,2024,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Berangkat,3832,2447,3052,6673,4136,3572,4336,4103,2945,-,-,-,-
Datang,5396,2877,2656,8301,3695,3488,4563,4323,3099,-,-,-,-
