Berangkat/Datang,,,,,,,,,,,,,
,Jumlah Penumpang Angkutan Laut di Provinsi Gorontalo (Jiwa),,,,,,,,,,,,
,2018,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Berangkat,480,49,350,609,658,576,327,472,606,611,493,246,5477
Datang,797,65,383,938,516,935,958,680,656,963,793,341,8025
