Berangkat/Datang,,,,,,,,,,,,,
,Jumlah Penumpang Angkutan Laut di Provinsi Gorontalo (Jiwa),,,,,,,,,,,,
,2022,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Berangkat,1201,1304,1829,2806,2971,2634,2522,1528,1971,2721,2202,3430,-
Datang,1130,814,2279,1800,4501,2529,2864,2414,2264,2463,2721,3905,-
