Berangkat/Datang,,,,,,,,,,,,,
,Jumlah Penumpang Angkutan Laut di Provinsi Gorontalo (Jiwa),,,,,,,,,,,,
,2019,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Berangkat,85,309,499,577,1035,3104,2835,2620,1278,1294,1175,2772,17583
Datang,36,248,612,641,824,1461,1071,1696,671,1029,709,827,9825
